tarih,plaka,marka,model,uretim_tarihi,km,parca_fiyat,iscilik_fiyat
2018-06-02,6,SAAB,S350,2011,132234,694,1432
2018-06-04,81,TOFAS,KARTAL,2011,88729,7756,650
2019-09-08,59,AUDİ,E200,2017,16251,2872,311
2019-05-12,32,WOLKSWAGEN,S600,2009,157364,6395,1925
2019-11-01,7,FORD,S600,2014,17571,1699,949
2019-12-11,41,AUDİ,S600,2016,23428,8529,1763
2019-12-25,62,TOFAS,SAHIN,2001,31846,8557,852
2018-01-25,7,WOLKSWAGEN,S350,2009,193972,871,1380
2019-09-14,76,TESLA,A180,2005,50910,8921,1950
2019-10-20,9,FORD,S350,2009,125363,4324,520
2018-07-18,10,TOFAS,KARTAL,2011,84315,5386,1195
2019-03-30,60,MERCEDES,A180,2015,26998,8359,836
2019-02-18,7,WOLKSWAGEN,S350,2014,133983,3528,1770
2018-06-15,58,FİAT,EGEA,2008,69929,7416,1673
2019-06-06,65,SAAB,S350,2011,194058,9903,1023
2018-05-26,74,MERCEDES,E200,2012,94314,9073,1480
2019-12-05,36,SAAB,S600,2009,150540,5914,1868
2018-08-25,31,VOLVO,S350,2005,159971,4184,930
2018-08-06,46,SAAB,E200,2014,43071,1076,658
2019-09-08,51,BMW,S350,2003,98593,1865,795
2018-02-13,57,TOFAS,DOGAN,2007,122933,1037,314
2019-06-09,81,BMW,A180,2003,124000,4982,1753
2018-05-12,53,MERCEDES,S600,2005,109565,6546,515
2018-04-12,31,FORD,A180,2012,153122,3838,893
2019-06-12,79,FORD,S600,2007,164425,2018,365
2019-11-01,11,FİAT,EGEA,2001,107983,2673,1890
2018-11-14,29,AUDİ,E200,2011,142524,3914,994
2018-02-19,21,FORD,S600,2001,40924,9243,432
2018-07-21,7,FORD,S600,2003,141381,4551,1310
2018-11-22,36,SAAB,S600,2011,56709,5492,1974
2019-06-21,40,WOLKSWAGEN,S350,2004,75514,7763,1921
2019-08-08,35,AUDİ,S600,2003,71120,2838,1136
2019-05-02,12,MERCEDES,S600,2014,96832,6414,1653
2019-06-28,62,FORD,S350,2014,104558,9146,862
2018-11-26,39,TESLA,E200,2015,55476,4376,1160
2019-10-18,1,TESLA,E200,2008,75435,4611,1320
2019-09-10,31,TESLA,S600,2007,58829,6009,1801
2018-11-29,9,FİAT,500,2007,22019,1002,1192
2018-09-30,16,AUDİ,E200,2016,68020,2205,1600
2019-04-26,45,TOFAS,SAHIN,2015,91730,114,1163
2018-05-25,49,SAAB,A180,2013,169971,2377,1041
2019-09-23,32,VOLVO,S600,2001,90103,122,1853
2019-10-26,46,FİAT,500,2013,136267,1219,861
2018-11-22,52,BMW,A180,2017,53665,1841,1291
2019-05-07,53,WOLKSWAGEN,E200,2000,27282,9396,1441
2018-05-11,16,AUDİ,S350,2012,62470,6311,1323
2018-07-20,33,FİAT,EGEA,2012,160669,2964,1168
2018-05-29,25,TESLA,S350,2000,124515,9553,998
2019-12-07,71,TOFAS,SAHIN,2012,54009,1351,1099
2018-02-23,32,VOLVO,S350,2000,144783,5923,483
2018-06-06,69,SAAB,S600,2016,2600,5908,1989
2019-09-25,51,FORD,S350,2011,62743,5300,1463
2018-07-30,33,MERCEDES,E200,2010,64787,4838,705
2018-09-19,41,WOLKSWAGEN,E200,2015,45472,6998,1138
2018-06-02,15,VOLVO,S350,2009,23363,9794,1396
2019-05-20,61,TESLA,S350,2003,105220,8669,880
2018-08-01,72,SAAB,S350,2007,101966,2243,1820
2018-08-20,40,BMW,E200,2000,127847,1667,1384
2018-05-06,23,WOLKSWAGEN,S350,2005,141144,8171,839
2019-11-12,62,AUDİ,S350,2007,83053,9896,1555
2019-07-23,20,MERCEDES,A180,2001,177669,3150,686
2018-05-14,76,FİAT,500L,2009,106026,4808,800
2018-04-01,66,VOLVO,S350,2003,140436,7540,1670
2018-04-03,8,MERCEDES,S350,2003,73008,3791,854
2018-04-23,62,AUDİ,A180,2004,51617,3457,723
2019-12-25,6,VOLVO,S350,2003,5987,8580,1917
2018-12-31,36,FORD,A180,2003,194333,1688,1774
2018-10-04,48,TESLA,A180,2003,51890,4430,1137
2018-02-28,30,VOLVO,A180,2015,67100,1040,517
2018-07-04,66,WOLKSWAGEN,S600,2004,98803,9576,1576
2018-11-26,46,VOLVO,S350,2015,72896,1160,1976
2018-05-28,19,WOLKSWAGEN,S350,2012,102629,3073,1076
2018-07-19,15,VOLVO,A180,2001,192492,4635,997
2018-10-31,78,FORD,S350,2008,127023,9246,1325
2019-10-23,40,FORD,E200,2007,163583,4198,1812
2019-08-11,66,BMW,E200,2017,7842,533,1026
2018-10-22,49,WOLKSWAGEN,A180,2008,109769,5791,1254
2019-03-20,29,VOLVO,A180,2011,30277,1140,1378
2018-12-14,73,FİAT,DOBLO,2003,111747,4643,1180
2019-04-29,60,FİAT,500,2016,116349,7828,667
2019-04-17,18,VOLVO,E200,2016,112149,3374,1120
2019-04-25,24,TESLA,E200,2006,144126,6711,1604
2018-01-08,79,WOLKSWAGEN,E200,2001,97821,5643,1782
2018-11-13,6,VOLVO,S600,2005,19596,8645,386
2018-05-18,9,BMW,S350,2008,5619,5369,1971
2019-09-10,40,WOLKSWAGEN,S350,2006,190236,8840,1636
2019-06-05,29,FORD,S350,2015,146053,2212,1674
2019-12-07,37,BMW,S600,2011,8127,4583,501
2018-06-26,11,TESLA,S350,2001,59945,1154,275
2019-10-14,53,BMW,S600,2008,71816,3728,671
2019-05-13,55,TOFAS,KARTAL,2007,168655,5906,1089
2018-04-03,67,FORD,S600,2006,94591,2624,1491
2018-03-29,7,AUDİ,S600,2002,110384,3240,694
2019-09-22,29,BMW,E200,2007,181265,1008,1821
2019-05-15,8,WOLKSWAGEN,S600,2007,114128,1648,740
2019-03-29,50,FORD,E200,2008,44825,4168,532
2019-09-06,72,SAAB,S600,2008,184317,6668,1314
2018-11-14,1,BMW,A180,2002,76247,3692,294
2018-10-12,32,WOLKSWAGEN,E200,2004,127439,7258,1477
2019-01-24,9,BMW,E200,2013,19693,226,1389
2019-04-14,23,VOLVO,S600,2013,98035,84,1684
2018-01-01,27,BMW,S600,2000,108698,3902,1885
2019-02-09,22,WOLKSWAGEN,S350,2016,104703,3482,1523
2019-11-20,77,SAAB,S600,2008,166579,8795,949
2019-12-23,69,VOLVO,S600,2011,27326,2043,700
2019-07-31,57,MERCEDES,S350,2013,143879,172,1646
2018-08-25,70,BMW,S600,2003,33739,5649,850
2018-10-23,63,TOFAS,SAHIN,2011,163304,1039,1526
2019-10-02,36,FORD,S600,2009,144953,261,542
2018-07-06,78,AUDİ,S600,2008,95723,7149,381
2018-07-20,15,FİAT,DOBLO,2001,29587,8240,1962
2018-06-29,2,BMW,S350,2005,104470,2371,1850
2019-06-27,13,WOLKSWAGEN,S350,2005,13003,8180,969
2018-02-08,33,TESLA,S350,2007,124807,2727,758
2019-04-03,24,VOLVO,A180,2003,170762,2949,390
2018-02-18,30,TESLA,S600,2013,95663,5023,902
2018-01-05,71,FİAT,EGEA,2011,33265,4650,1331
2019-05-09,3,VOLVO,E200,2015,37871,6153,1205
2019-10-14,3,TOFAS,DOGAN,2013,86341,416,410
2018-12-11,43,MERCEDES,A180,2015,31814,1659,496
2019-03-23,16,TESLA,S600,2006,50907,74,549
2018-10-12,76,FORD,E200,2014,9422,9542,1062
2018-05-14,36,BMW,S350,2016,162094,4672,306
2018-03-12,16,AUDİ,S600,2013,95801,7025,1835
2019-02-26,24,VOLVO,E200,2002,149882,5992,952
2019-02-06,22,BMW,S600,2005,4223,4468,428
2018-12-05,35,TESLA,E200,2008,145166,4756,387
2019-03-11,79,MERCEDES,A180,2013,6605,1606,427
2019-04-05,54,FORD,E200,2008,138819,9009,1711
2019-11-14,7,TESLA,E200,2006,28163,5208,573
2018-11-04,37,AUDİ,A180,2011,167564,7118,1817
2019-12-21,3,TOFAS,SAHIN,2010,176835,6673,395
2018-08-28,49,FORD,S350,2001,143680,8648,1272
2019-07-05,2,BMW,S350,2013,127761,7275,739
2018-12-21,51,WOLKSWAGEN,S600,2009,78585,6040,1891
2018-06-28,56,VOLVO,A180,2002,115474,4460,918
2018-11-01,13,TOFAS,DOGAN,2016,102199,4226,1199
2018-12-24,60,SAAB,E200,2011,179994,8905,822
2019-05-21,4,SAAB,E200,2007,186426,8243,1976
2019-12-31,44,MERCEDES,E200,2011,146888,8062,310
2018-11-07,45,WOLKSWAGEN,A180,2006,64178,6846,346
2018-12-20,14,VOLVO,S350,2012,29097,2878,1425
2018-12-05,11,TOFAS,KARTAL,2014,171156,504,440
2019-06-24,12,VOLVO,E200,2002,186723,4811,1463
2018-04-20,42,FİAT,500,2014,143258,8539,1225
2019-12-04,4,FORD,E200,2008,37703,4000,698
2019-12-13,53,TESLA,S600,2007,176381,7703,1415
2019-12-12,81,WOLKSWAGEN,S600,2008,150410,6999,1149
2018-02-03,80,BMW,S600,2007,160420,4717,451
2019-07-08,35,BMW,S350,2004,2758,3416,1386
2019-11-02,50,AUDİ,A180,2003,70549,5312,1048
2019-11-11,68,WOLKSWAGEN,S350,2002,98411,1357,1304
2018-12-29,17,AUDİ,A180,2005,136273,9666,511
2018-05-08,56,AUDİ,S600,2011,52932,267,1771
2018-02-06,77,BMW,S350,2008,135337,9628,604
2019-02-25,37,MERCEDES,S350,2015,82978,857,1631
2019-10-28,50,WOLKSWAGEN,S600,2015,82926,5768,1191
2018-02-04,21,SAAB,A180,2000,121846,4493,398
2018-06-25,16,TESLA,S600,2002,186187,3996,812
2019-01-10,21,BMW,S350,2003,83367,6777,1092
2019-11-11,76,FİAT,500L,2006,155756,6644,1742
2018-12-15,69,BMW,S600,2015,100862,9858,1051
2019-06-17,26,TESLA,A180,2010,55098,2185,1627
2019-09-21,40,VOLVO,S600,2006,113042,4493,1505
2019-11-04,29,FİAT,500,2002,19119,292,1720
2018-01-16,14,TOFAS,SAHIN,2006,98974,9198,1307
2019-11-27,69,SAAB,A180,2001,172065,7039,328
2019-06-29,46,BMW,A180,2011,137206,4048,944
2019-10-09,65,FORD,S600,2009,73762,7574,1232
2019-01-25,21,MERCEDES,S350,2017,135535,3138,1362
2019-02-20,51,MERCEDES,E200,2007,141831,706,1803
2019-06-06,49,SAAB,A180,2007,98861,6941,1447
2019-04-22,75,WOLKSWAGEN,S600,2008,123693,8518,316
2018-02-07,39,FORD,S350,2003,187580,250,1206
2019-02-11,12,BMW,S350,2014,97296,9077,1997
2019-09-23,59,TESLA,E200,2007,26549,1778,741
2019-09-24,19,AUDİ,E200,2011,171769,751,879
2019-03-13,5,WOLKSWAGEN,S600,2009,97922,1395,816
2018-09-04,69,FİAT,EGEA,2001,199092,5357,1685
2018-07-03,12,TESLA,E200,2000,30669,7368,1260
2019-04-26,55,VOLVO,A180,2010,59977,489,1640
2019-09-24,50,VOLVO,S600,2011,184378,1946,1689
2018-09-07,49,WOLKSWAGEN,S350,2009,47035,128,870
2019-04-04,3,VOLVO,S600,2005,189359,6864,1863
2019-08-01,57,TESLA,E200,2005,41992,9362,1089
2019-05-14,43,TESLA,S350,2009,75300,7075,1210
2019-03-30,29,BMW,S600,2009,108996,1433,1044
2019-11-07,16,SAAB,S600,2013,89165,543,1756
2018-03-11,52,TESLA,A180,2001,178154,9420,1491
2018-06-22,76,FORD,A180,2004,162084,2790,1629
2019-06-06,66,MERCEDES,A180,2013,126633,9773,817
2018-08-21,57,BMW,S350,2012,63574,3459,407
2019-12-13,54,TESLA,S600,2008,83378,1405,1988
2019-05-27,44,BMW,S350,2005,136168,4850,1873
2019-01-22,42,BMW,S350,2001,139056,7933,1497
2018-12-20,6,VOLVO,S350,2017,4337,8675,1960
2019-10-06,73,TOFAS,DOGAN,2017,118465,8548,1077
2019-02-26,34,MERCEDES,A180,2012,139614,4940,468
2019-09-17,35,MERCEDES,S600,2007,118401,2400,357
2019-04-30,77,SAAB,E200,2006,128004,1646,1934
2019-12-19,35,WOLKSWAGEN,A180,2002,86928,1935,486
2019-02-15,74,TOFAS,KARTAL,2011,90780,2944,643
2019-03-04,52,BMW,E200,2005,9129,6684,1018
2019-05-05,27,MERCEDES,A180,2017,93836,1779,822
2018-10-06,45,VOLVO,A180,2008,131885,9113,595
2018-02-06,72,VOLVO,S600,2016,123875,3316,681
2019-10-06,35,MERCEDES,S600,2005,169442,5938,854
2018-02-07,33,WOLKSWAGEN,S350,2013,74925,5236,1044
2019-11-08,61,TESLA,S350,2004,101945,2521,436
2019-03-22,33,MERCEDES,S350,2002,64954,2858,1912
2019-09-08,4,SAAB,S600,2007,57952,431,1761
2018-02-07,13,FİAT,500,2015,61406,3787,1661
2019-07-03,72,TESLA,S600,2000,84879,9699,827
2019-02-24,36,TOFAS,DOGAN,2008,191817,6238,746
2018-10-14,13,TOFAS,SAHIN,2000,98276,6058,1654
2019-02-18,33,TOFAS,KARTAL,2004,141306,3798,1861
2019-01-28,75,FORD,E200,2010,175579,8871,829
2019-07-02,10,BMW,S600,2014,144499,8180,416
2019-02-27,32,TESLA,S350,2015,147895,2784,1233
2018-12-19,4,FORD,A180,2016,140825,7017,549
2018-02-28,22,BMW,A180,2014,47616,9029,923
2019-01-13,21,MERCEDES,E200,2005,104540,4310,349
2019-05-12,15,VOLVO,S600,2000,167262,3011,552
2019-04-27,27,BMW,S350,2007,64426,3718,943
2018-12-20,42,TOFAS,SAHIN,2017,5583,1895,1042
2019-09-24,59,SAAB,S350,2012,187326,5354,1391
2018-05-15,60,TESLA,A180,2017,33861,5867,1495
2019-06-20,81,VOLVO,E200,2012,188440,3947,551
2018-11-02,2,FİAT,500,2017,152589,2312,544
2018-06-15,15,FORD,S600,2014,114570,5508,477
2018-09-07,4,BMW,E200,2016,188741,1725,561
2019-04-07,13,FİAT,500,2012,89027,2662,1026
2019-04-13,36,FİAT,EGEA,2001,118581,2336,657
2019-12-19,69,WOLKSWAGEN,S600,2007,63295,6903,314
2019-06-18,48,TOFAS,DOGAN,2012,52977,1867,1678
2018-03-15,39,TESLA,S350,2012,106910,5638,928
2019-08-05,75,VOLVO,A180,2009,166969,8627,1392
2019-06-02,29,AUDİ,S350,2005,156546,7157,878
2019-07-05,38,BMW,S600,2014,79686,6887,808
2018-11-21,20,VOLVO,E200,2012,122046,268,1879
2018-04-04,28,FİAT,500L,2002,10967,5464,1296
2019-10-28,39,MERCEDES,S600,2000,6205,3904,1601
2018-06-04,65,BMW,S600,2017,70768,3124,1676
2019-08-15,55,AUDİ,E200,2017,122167,780,304
2018-04-13,10,MERCEDES,E200,2004,187578,1169,291
2019-04-11,36,FİAT,DOBLO,2013,129287,6210,1136
2018-11-11,2,BMW,S600,2003,183672,8782,1055
2019-11-24,24,TOFAS,SAHIN,2008,135096,7839,1700
2019-06-27,13,AUDİ,E200,2017,171227,7075,856
2018-02-15,58,TOFAS,KARTAL,2004,86696,7909,1782
2018-09-17,51,WOLKSWAGEN,A180,2010,39672,5126,1939
2018-03-22,3,AUDİ,A180,2003,60274,1590,418
2019-06-03,77,BMW,E200,2003,141347,499,1501
2019-09-13,69,BMW,E200,2013,165207,5794,1941
2018-07-19,4,WOLKSWAGEN,S600,2017,112613,3843,968
2019-02-19,67,BMW,S350,2014,59595,7996,503
2019-05-17,72,SAAB,E200,2010,199943,4773,703
2018-07-07,68,VOLVO,S350,2004,149425,3700,1136
2019-09-19,32,MERCEDES,S350,2006,106716,659,1211
2018-02-01,22,TESLA,S600,2012,39237,5470,854
2019-03-22,13,VOLVO,E200,2014,97625,9600,1823
2019-03-21,62,MERCEDES,S600,2008,192768,2984,477
2019-09-23,10,AUDİ,A180,2011,43946,4815,1976
2018-10-14,16,TOFAS,KARTAL,2010,138123,8357,624
2018-12-30,8,TESLA,S600,2009,66928,1103,1462
2019-12-26,6,VOLVO,S600,2005,94216,528,1869
2019-05-30,72,FORD,S350,2003,189569,3903,1021
2019-11-22,51,FORD,S350,2003,8340,8864,705
2019-06-24,24,WOLKSWAGEN,A180,2005,130257,2208,1016
2018-10-19,73,TESLA,S600,2013,9866,8495,1523
2018-07-20,18,VOLVO,S350,2002,162997,9527,1384
2018-02-10,3,VOLVO,S350,2009,100302,814,520
2018-01-04,79,BMW,S600,2007,21513,4096,568
2019-05-27,52,MERCEDES,E200,2013,1719,6020,310
2019-04-11,34,WOLKSWAGEN,E200,2000,137822,9839,1413
2018-12-20,38,TESLA,A180,2010,77655,5902,1630
2018-08-12,8,BMW,E200,2009,101234,6506,1471
2019-08-19,23,FORD,S600,2008,1609,2337,1153
2018-11-22,23,BMW,S350,2008,103969,1417,1034
2018-04-15,68,BMW,E200,2005,122885,4042,1813
2019-03-11,43,TOFAS,SAHIN,2010,87932,3572,1770
2019-09-22,33,WOLKSWAGEN,E200,2000,3810,4647,1897
2019-07-01,70,SAAB,S600,2015,172375,1076,1638
2019-10-22,69,MERCEDES,S600,2015,178858,8909,715
2019-07-06,72,AUDİ,E200,2011,128441,9283,478
2019-02-20,18,BMW,S350,2006,42752,4389,1769
2018-08-17,47,MERCEDES,E200,2015,150852,8723,902
2019-06-26,81,AUDİ,S350,2008,104691,9111,1067
2018-07-03,37,FİAT,DOBLO,2008,117442,7305,1980
2018-08-01,27,FORD,E200,2015,139412,8426,864
2018-06-22,31,FİAT,500,2015,28690,8372,1090
2019-03-02,33,FİAT,500,2011,3050,1227,1761
2019-02-20,45,FİAT,500L,2007,128031,7142,688
2018-12-01,43,AUDİ,E200,2017,102727,431,1313
2018-10-27,6,FİAT,500,2007,179850,9017,1730
2019-06-26,75,FİAT,500,2017,199763,9781,414
2019-06-25,35,AUDİ,E200,2009,146351,3693,419
2019-01-11,63,TOFAS,KARTAL,2010,106611,5589,598
2019-05-06,78,FORD,A180,2013,76689,3888,1837
2018-09-10,4,FİAT,500,2002,39661,7212,1642
2019-01-31,37,TOFAS,DOGAN,2013,129938,7674,683
2018-03-10,81,WOLKSWAGEN,S600,2003,156602,762,606
2018-12-10,20,VOLVO,E200,2005,174200,782,270
2019-03-08,24,BMW,S600,2006,51079,4838,695
2019-06-24,23,SAAB,E200,2015,33496,3992,703
2019-03-12,52,FİAT,DOBLO,2011,159014,4678,672
2018-03-30,34,TOFAS,DOGAN,2008,178808,9288,844
2018-02-23,13,VOLVO,A180,2000,28509,5682,1996
2018-10-16,43,WOLKSWAGEN,S600,2014,133818,1323,1920
2018-06-25,9,MERCEDES,A180,2011,18997,5622,1343
2019-09-29,52,VOLVO,A180,2003,170417,8573,1591
2018-11-27,7,FİAT,DOBLO,2007,148217,1269,1417
2019-09-22,72,AUDİ,S600,2016,44581,5439,523
2019-12-24,79,TESLA,E200,2005,180992,8741,976
2019-12-17,25,MERCEDES,E200,2001,154902,4413,1738
2019-11-18,6,MERCEDES,S350,2015,176051,2370,1501
2018-04-10,34,BMW,S350,2017,87251,1319,1330
2018-06-28,74,SAAB,E200,2003,35943,5581,1391
2018-05-07,43,FORD,A180,2009,166301,108,1783
2019-04-11,76,BMW,S350,2002,134405,5144,816
2018-02-02,41,FORD,A180,2005,164120,2469,291
2019-02-24,31,FORD,E200,2002,116592,7678,1013
2019-05-08,13,TESLA,E200,2017,186188,2058,1993
2019-08-13,27,BMW,A180,2001,27649,1831,1360
2019-07-31,80,SAAB,S350,2013,114207,6196,316
2019-01-11,39,AUDİ,S600,2016,81643,7014,709
2018-01-23,62,TOFAS,KARTAL,2009,176280,9591,672
2018-09-29,60,FİAT,500,2008,46957,8823,1187
2018-09-27,81,BMW,S600,2011,174453,9184,315
2019-10-16,24,BMW,S600,2007,44082,8406,936
2019-04-22,42,WOLKSWAGEN,A180,2014,45537,7693,1203
2019-01-22,38,VOLVO,E200,2001,144873,7067,1114
2018-04-29,39,SAAB,E200,2010,38672,7080,257
2019-03-30,43,TESLA,S350,2013,188408,9836,1179
2018-03-26,76,TOFAS,KARTAL,2008,37381,4883,711
2019-02-20,69,TESLA,E200,2003,141809,7543,1957
2018-11-11,72,FİAT,500L,2009,175797,450,574
2018-07-07,65,FORD,A180,2003,196631,2039,1141
2018-06-02,63,FORD,E200,2012,185459,6894,1967
2019-10-14,60,VOLVO,S600,2004,58182,8920,699
2018-01-01,26,TOFAS,SAHIN,2005,160795,3161,1800
2019-02-01,24,VOLVO,A180,2009,124137,3499,1041
2019-07-24,37,AUDİ,A180,2007,137740,6831,1599
2019-11-15,73,WOLKSWAGEN,E200,2013,92254,7494,1035
2019-12-24,24,TESLA,S600,2005,54448,9742,734
2018-06-02,53,WOLKSWAGEN,S600,2007,7306,5255,826
2019-04-21,35,TOFAS,DOGAN,2016,13551,2203,403
2018-05-15,15,BMW,S600,2016,146870,5450,914
2019-08-02,60,VOLVO,S350,2014,188426,3837,1401
2018-01-04,46,VOLVO,E200,2011,106435,8475,1968
2018-06-23,7,FİAT,500L,2007,27173,9990,1244
2018-04-29,70,SAAB,E200,2007,169950,2007,1865
2019-10-23,1,AUDİ,S350,2005,155728,6369,304
2018-09-25,11,TESLA,S600,2009,167591,4551,859
2018-10-30,4,WOLKSWAGEN,A180,2014,36315,6227,1114
2019-11-11,69,WOLKSWAGEN,E200,2008,102806,4333,349
2019-06-04,65,WOLKSWAGEN,S350,2002,133093,5275,1355
2018-05-16,18,TOFAS,SAHIN,2011,8146,8424,784
2019-04-17,67,WOLKSWAGEN,E200,2013,1021,7895,596
2018-11-29,17,VOLVO,E200,2007,156866,5043,1665
2018-12-30,14,SAAB,S350,2004,82112,9505,575
2019-08-11,66,FİAT,500L,2000,55414,839,1035
2018-09-18,21,SAAB,S600,2017,45628,6359,1752
2018-02-12,7,SAAB,S350,2004,181298,6974,1546
2018-05-12,38,MERCEDES,A180,2004,110321,8981,831
2018-10-29,18,VOLVO,E200,2011,16350,4440,708
2019-07-09,36,FİAT,500L,2001,54592,2214,1193
2019-12-11,70,FORD,S600,2000,22048,7122,1864
2018-03-07,63,FİAT,500,2000,1707,7725,1208
2018-08-31,46,TESLA,S600,2016,95868,6822,442
2018-12-13,43,AUDİ,A180,2004,175509,5858,966
2018-09-30,20,AUDİ,A180,2003,147516,1869,406
2018-10-14,66,MERCEDES,E200,2015,33759,5996,1508
2019-07-09,72,FİAT,EGEA,2017,33392,4119,1296
2019-11-01,68,MERCEDES,E200,2000,63926,1492,1003
2018-12-29,1,FİAT,DOBLO,2009,41984,8177,1095
2019-05-18,68,AUDİ,S600,2005,68691,8013,930
2018-08-14,11,WOLKSWAGEN,A180,2017,84743,4739,1846
2018-10-06,50,TOFAS,KARTAL,2000,40333,2691,1570
2018-02-02,43,TOFAS,KARTAL,2004,133608,4225,1413
2018-03-03,61,FORD,A180,2013,38390,5798,1982
2019-03-23,61,FORD,A180,2010,136016,2445,1046
2019-06-20,64,TOFAS,DOGAN,2000,40804,3585,1579
2018-07-23,60,FORD,E200,2013,112682,5562,1942
2018-01-13,2,MERCEDES,E200,2014,180021,9907,1747
2018-12-06,13,WOLKSWAGEN,S600,2004,14711,7202,833
2019-02-09,26,WOLKSWAGEN,E200,2005,113327,4342,1122
2019-11-14,49,BMW,S350,2004,27021,8940,506
2018-02-22,12,VOLVO,S600,2012,61265,5714,1246
2019-11-05,63,MERCEDES,S600,2014,8882,3566,1340
2018-08-18,23,FİAT,DOBLO,2010,199297,524,751
2019-08-26,44,AUDİ,A180,2011,15866,5930,1598
2019-09-25,34,VOLVO,S600,2005,88184,2474,1857
2019-01-17,5,WOLKSWAGEN,E200,2008,144007,9760,514
2018-06-28,3,WOLKSWAGEN,E200,2003,1590,7141,838
2019-01-08,24,WOLKSWAGEN,E200,2015,110561,4063,1889
2018-08-24,6,TOFAS,SAHIN,2017,66339,444,1353
2018-07-05,23,WOLKSWAGEN,E200,2000,44144,3960,1183
2019-03-22,62,WOLKSWAGEN,A180,2015,20949,4593,1015
2019-11-11,42,AUDİ,A180,2016,188517,1806,1087
2019-05-19,59,SAAB,A180,2013,1933,1560,538
2019-03-20,12,FİAT,500L,2000,179104,9029,905
2019-12-13,61,VOLVO,A180,2016,76635,7617,1213
2018-10-11,19,FORD,S350,2016,62280,3263,1085
2018-05-27,80,BMW,S600,2010,3712,4059,1981
2018-10-08,45,VOLVO,E200,2006,162235,3905,1964
2019-04-13,51,MERCEDES,S600,2006,4505,4691,1928
2018-05-14,11,WOLKSWAGEN,S350,2002,173162,9564,473
2019-12-23,36,AUDİ,S600,2016,180179,8027,857
2019-08-19,55,VOLVO,A180,2001,36048,3160,1796
2019-11-13,13,AUDİ,E200,2013,97839,2657,652
2019-03-06,70,VOLVO,S350,2007,170301,4548,571
2018-09-01,44,TESLA,S350,2016,119437,6987,1692
2019-07-24,64,WOLKSWAGEN,S600,2010,98138,3613,425
2019-04-05,30,SAAB,E200,2001,139729,5610,1224
2018-12-09,36,BMW,S350,2001,109027,725,577
2019-11-07,61,TOFAS,SAHIN,2016,106752,1177,861
2019-09-24,18,BMW,S350,2014,95619,4519,1604
2019-09-08,1,MERCEDES,S350,2017,107476,6276,1215
2019-09-14,35,AUDİ,A180,2009,180820,8206,277
2018-05-01,26,SAAB,E200,2002,178759,1518,1376
2018-06-24,31,SAAB,E200,2002,190259,5958,1150
2018-10-12,61,FORD,S600,2016,140219,8486,718
2018-06-26,45,TOFAS,DOGAN,2007,32503,6807,1898
2018-06-18,64,VOLVO,E200,2017,120092,7011,1262
2018-06-03,31,FİAT,EGEA,2004,45948,4727,732
2019-07-03,68,SAAB,S350,2005,168279,195,910
2019-12-06,79,TOFAS,SAHIN,2007,179393,3039,362
2018-04-10,33,TESLA,S350,2013,74651,6892,597
2018-03-03,18,BMW,A180,2009,16259,9002,1291
2018-02-20,17,MERCEDES,E200,2001,109278,4409,1241
2019-01-07,3,FİAT,500L,2000,184989,7389,1737
2018-06-03,62,SAAB,S350,2008,167068,2687,583
2018-09-20,81,FİAT,500,2002,165704,3290,295
2018-01-15,61,SAAB,S350,2016,29956,2598,738
2018-09-12,47,AUDİ,E200,2013,70040,5402,1045
2019-11-01,22,BMW,S600,2010,112761,3418,324
2018-05-21,67,MERCEDES,E200,2003,95763,7236,549
2018-02-21,53,FİAT,500,2017,86143,8815,1734
2018-06-15,8,WOLKSWAGEN,E200,2002,46878,7204,1877
2019-01-02,28,FORD,E200,2000,174425,6593,496
2019-07-04,58,VOLVO,S350,2014,192905,5303,1735
2018-02-01,55,FORD,A180,2002,173728,6742,1037
2019-04-25,34,AUDİ,S350,2001,1869,7647,1032
2018-04-30,72,TOFAS,KARTAL,2003,8770,9641,783
2019-04-17,44,MERCEDES,S600,2013,100838,9710,1077
2019-06-06,15,VOLVO,E200,2009,159058,4486,1337
2019-09-17,61,FİAT,500,2016,126774,4091,413
2018-09-22,51,FORD,S600,2014,100798,6616,646
2019-11-06,50,FİAT,EGEA,2006,116612,9306,435
2018-09-28,60,AUDİ,S600,2016,150740,8774,312
2019-04-25,20,VOLVO,S350,2004,198968,7312,576
2018-01-16,34,TESLA,A180,2011,84539,5886,1874
2018-06-13,8,FİAT,500L,2005,151695,5527,440
2019-07-11,15,MERCEDES,E200,2005,61269,7881,1600
2018-05-09,42,FORD,S350,2010,32199,8255,353
2019-07-17,72,SAAB,S350,2003,110936,8099,1128
2019-12-30,62,TESLA,E200,2009,181141,790,1258
2019-07-11,29,BMW,S350,2009,150451,9396,488
2019-10-26,17,VOLVO,S350,2006,185522,2269,1757
2019-01-07,13,AUDİ,A180,2014,152439,1664,1373
2019-05-26,53,AUDİ,A180,2006,199078,4676,1162
2019-06-17,14,SAAB,E200,2006,5990,5339,956
2019-02-06,9,SAAB,E200,2006,69428,9011,1973
2018-05-02,79,VOLVO,E200,2001,158574,9656,1448
2019-05-07,59,WOLKSWAGEN,A180,2013,18239,5075,1675
2019-05-14,61,TOFAS,SAHIN,2016,48059,2501,1744
2018-03-27,44,TOFAS,DOGAN,2010,39159,9301,1515
2019-05-30,59,BMW,A180,2004,199924,8048,1548
